C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
1999,01,1,12,2,02,34,02,1,2,1,18,02,01,1989,01,U,48,11,1,UU,1,000000000010110
1999,01,1,09,2,02,34,02,1,5,2,18,01,06,1984,01,M,55,11,2,02,1,000000000010171
1999,01,1,09,2,02,34,02,1,5,2,18,02,01,1986,01,M,60,11,2,02,1,000000000010171
1999,01,1,15,2,02,33,02,1,3,1,18,01,06,1997,01,U,41,11,1,UU,1,000000000010238
1999,01,1,15,2,02,33,02,1,3,1,18,02,01,1987,01,M,33,11,2,02,1,000000000010238
1999,01,1,15,2,02,33,02,1,3,1,18,02,01,1987,02,F,13,13,2,02,2,000000000010238
1999,01,1,17,2,01,03,UU,4,3,2,18,01,01,1987,01,F,57,11,2,02,1,000000000010245
1999,01,1,15,2,01,01,02,1,3,1,18,01,01,1985,01,U,24,11,1,UU,1,000000000010267
1999,01,1,15,2,01,01,02,1,3,1,18,99,NN,NNNN,01,M,07,99,2,NN,3,000000000010267
1999,01,1,08,2,02,21,02,1,5,1,18,01,11,1996,01,U,51,11,1,UU,1,000000000010906
1999,01,1,08,2,02,21,02,1,5,1,18,02,01,1994,01,U,36,11,1,UU,1,000000000010906
1999,01,1,08,2,02,21,02,1,5,1,18,02,01,1994,02,F,18,23,2,01,2,000000000010906
1999,01,1,12,2,02,35,02,4,3,1,03,01,01,1998,01,F,28,11,2,02,1,000000000011338
1999,01,1,12,2,02,35,02,4,3,1,03,02,01,1994,01,M,31,11,U,UU,1,000000000011338
1999,01,1,09,2,02,34,QQ,4,5,1,18,01,01,1990,01,M,22,11,1,02,1,000000000011339
1999,01,1,09,2,02,34,QQ,4,5,1,18,02,01,1997,01,M,25,11,2,02,1,000000000011339
1999,01,1,13,2,02,31,01,1,3,1,18,01,01,1999,01,M,64,11,U,UU,1,000000000011404
1999,01,1,13,2,02,31,01,1,3,1,18,01,01,1999,02,U,UU,13,1,02,2,000000000011404
1999,01,1,13,2,02,31,01,1,3,1,18,02,01,1996,01,M,71,11,2,01,1,000000000011404
1999,01,1,13,2,02,31,01,1,3,1,18,02,01,1996,02,M,41,23,2,01,2,000000000011404
1999,01,1,18,2,02,33,02,3,2,1,01,01,01,1990,01,M,23,11,2,02,1,000000000011405
1999,01,1,18,2,02,33,02,3,2,1,01,02,01,1999,01,M,44,11,U,UU,1,000000000011405
1999,01,1,17,2,01,02,02,1,3,1,01,01,01,1991,01,F,18,11,2,02,1,000000000011569
1999,01,1,23,2,01,01,01,1,1,1,18,01,01,1990,01,M,53,11,U,UU,1,000000000011572
1999,01,1,23,2,01,01,01,1,1,1,18,99,NN,NNNN,01,F,17,99,2,UU,3,000000000011572
1999,01,1,09,2,02,35,02,1,3,1,01,01,01,1995,01,F,44,11,1,02,1,000000000011755
1999,01,1,09,2,02,35,02,1,3,1,01,02,01,1990,01,F,61,11,2,02,1,000000000011755
1999,01,1,09,2,02,35,02,1,3,1,01,02,01,1990,02,F,65,13,2,02,2,000000000011755
1999,01,1,13,2,01,01,01,2,3,1,18,01,01,1988,01,M,18,11,1,02,1,000000000011899
1999,01,1,13,2,01,01,01,2,3,1,18,99,NN,NNNN,01,M,38,99,2,UU,3,000000000011899
1999,01,1,05,2,02,35,01,1,2,1,18,01,01,1991,01,M,75,11,2,02,1,000000000012049
1999,01,1,05,2,02,35,01,1,2,1,18,02,08,1999,01,M,37,11,1,02,1,000000000012049
1999,01,1,12,2,02,41,QQ,1,3,3,18,01,07,1985,01,M,30,11,U,UU,1,000000000012137
1999,01,1,12,2,02,41,QQ,1,3,3,18,02,01,1992,01,M,47,11,U,UU,1,000000000012137
1999,01,1,12,2,02,41,QQ,1,3,3,18,02,01,1992,02,F,64,23,2,01,2,000000000012137
1999,01,1,09,2,02,33,02,1,1,1,01,01,01,1997,01,M,48,11,U,UU,1,000000000012138
1999,01,1,09,2,02,33,02,1,1,1,01,02,01,1989,01,M,79,11,2,02,1,000000000012138
1999,01,1,17,2,01,02,01,1,3,3,18,01,01,1995,01,F,25,11,2,02,1,000000000012201
1999,01,1,15,1,01,01,02,3,2,1,01,01,01,1990,01,M,46,11,U,UU,1,000000000012209
1999,01,1,15,1,01,01,02,3,2,1,01,99,NN,NNNN,01,F,UU,99,3,UU,3,000000000012209
1999,01,1,06,2,02,33,02,1,1,1,01,01,01,1990,01,F,38,11,2,02,1,000000000012212
1999,01,1,06,2,02,33,02,1,1,1,01,01,01,1990,02,M,32,12,2,02,2,000000000012212
1999,01,1,06,2,02,33,02,1,1,1,01,02,01,1997,01,F,62,11,2,02,1,000000000012212
1999,01,1,12,2,01,01,02,1,1,1,01,01,01,1994,01,F,52,11,U,UU,1,000000000012213
1999,01,1,12,2,01,01,02,1,1,1,01,99,NN,NNNN,01,F,70,99,2,UU,3,000000000012213
1999,01,1,07,2,02,35,02,4,3,1,18,01,20,1977,01,M,49,11,U,UU,U,000000000012389
1999,01,1,07,2,02,35,02,4,3,1,18,02,01,1988,01,M,85,11,2,02,1,000000000012389
1999,01,1,20,2,03,35,01,1,3,1,18,01,01,1997,01,M,42,11,U,UU,1,000000000012392
1999,01,1,20,2,03,35,01,1,3,1,18,02,01,1989,01,M,60,11,2,01,1,000000000012392
1999,01,1,20,2,03,35,01,1,3,1,18,03,UU,1996,01,U,UU,11,U,UU,U,000000000012392
1999,01,1,17,2,01,01,02,3,2,1,01,01,01,1985,01,F,21,11,2,02,1,000000000012395
1999,01,1,17,2,01,01,02,3,2,1,01,99,NN,NNNN,01,F,54,99,2,UU,3,000000000012395
1999,01,1,15,2,02,41,02,1,3,1,18,01,01,1998,01,M,17,11,U,UU,1,000000000012506
1999,01,1,15,2,02,41,02,1,3,1,18,02,01,1996,01,F,51,11,2,NN,1,000000000012506
1999,01,1,15,2,01,01,02,2,2,1,18,01,01,1990,01,M,55,11,1,02,1,000000000012508
1999,01,1,15,2,01,01,02,2,2,1,18,99,NN,NNNN,01,M,67,99,2,UU,3,000000000012508
1999,01,1,09,2,01,02,01,1,3,1,18,01,20,1978,01,M,32,11,2,UU,U,000000000012604
1999,01,1,03,2,01,02,01,1,5,3,18,01,01,1995,01,M,32,11,2,02,1,000000000012931
1999,01,1,12,2,01,06,QQ,1,5,2,18,01,07,1996,01,M,35,11,2,01,1,000000000013262
1999,01,1,15,2,02,UU,UU,U,U,U,UU,01,UU,1990,01,M,21,11,U,UU,U,000000000013513
1999,01,1,15,2,02,UU,UU,U,U,U,UU,02,17,NNNN,01,M,25,11,2,13,4,000000000013513
1999,01,1,15,2,02,23,02,1,3,1,01,01,01,1990,01,M,35,11,2,02,1,000000000013771
1999,01,1,15,2,02,23,02,1,3,1,01,02,06,1997,01,M,36,11,U,UU,1,000000000013771
1999,01,1,03,2,02,UU,02,2,3,1,01,01,01,1990,01,M,40,11,1,01,1,000000000014026
1999,01,1,03,2,02,UU,02,2,3,1,01,01,01,1990,02,F,38,23,2,01,2,000000000014026
1999,01,1,03,2,02,UU,02,2,3,1,01,02,01,1989,01,M,36,11,1,01,1,000000000014026
1999,01,1,21,2,02,31,02,1,3,1,01,01,06,1987,01,F,35,11,2,02,1,000000000014027
1999,01,1,21,2,02,31,02,1,3,1,01,01,06,1987,02,F,49,13,2,02,2,000000000014027
1999,01,1,21,2,02,31,02,1,3,1,01,01,06,1987,03,M,36,23,2,02,2,000000000014027
1999,01,1,21,2,02,31,02,1,3,1,01,02,01,1991,01,M,51,11,2,02,1,000000000014027
1999,01,1,13,2,01,01,01,3,2,1,01,01,06,1998,01,M,41,11,1,02,1,000000000014268
1999,01,1,13,2,01,01,01,3,2,1,01,99,NN,NNNN,01,M,93,99,2,UU,3,000000000014268
1999,01,1,16,2,02,33,02,3,2,1,18,01,01,1989,01,M,19,11,2,02,1,000000000014269
1999,01,1,16,2,02,33,02,3,2,1,18,02,06,1997,01,M,40,11,U,UU,1,000000000014269
1999,01,1,20,2,02,UU,02,2,2,1,01,01,07,1987,01,M,20,11,2,02,1,000000000014401
1999,01,1,20,2,02,UU,02,2,2,1,01,02,01,1987,01,M,29,11,U,UU,1,000000000014401
1999,01,1,14,2,03,21,01,1,2,2,18,01,01,1991,01,F,29,11,1,02,1,000000000014402
1999,01,1,14,2,03,21,01,1,2,2,18,02,01,1986,01,M,61,11,1,UU,1,000000000014402
1999,01,1,14,2,03,21,01,1,2,2,18,02,01,1986,02,M,92,12,2,01,2,000000000014402
1999,01,1,14,2,03,21,01,1,2,2,18,02,01,1986,03,U,UU,13,1,01,2,000000000014402
1999,01,1,14,2,03,21,01,1,2,2,18,03,01,1996,01,M,57,11,1,02,1,000000000014402
1999,01,1,10,2,01,01,02,1,3,1,01,01,01,1990,01,M,60,11,U,UU,1,000000000014542
1999,01,1,10,2,01,01,02,1,3,1,01,99,NN,NNNN,01,M,56,99,2,UU,3,000000000014542
1999,01,1,12,2,04,35,02,1,3,1,01,01,01,1985,01,M,86,11,1,02,1,000000000014543
1999,01,1,12,2,04,35,02,1,3,1,01,02,01,1992,01,M,44,11,2,02,1,000000000014543
1999,01,1,12,2,04,35,02,1,3,1,01,03,06,1998,01,M,55,11,1,02,1,000000000014543
1999,01,1,12,2,04,35,02,1,3,1,01,04,01,1985,01,M,37,11,2,02,1,000000000014543
1999,01,1,16,2,02,21,01,1,3,2,01,01,01,1997,01,M,44,11,1,02,1,000000000014544
1999,01,1,16,2,02,21,01,1,3,2,01,02,01,1997,01,F,68,11,2,02,1,000000000014544
1999,01,1,08,2,01,01,01,1,3,1,01,01,01,1990,01,M,52,11,2,02,1,000000000014653
1999,01,1,08,2,01,01,01,1,3,1,01,99,NN,NNNN,01,F,50,99,2,UU,3,000000000014653
1999,01,1,16,2,02,21,QQ,2,3,1,18,01,20,1985,01,M,38,11,U,UU,U,000000000014654
1999,01,1,16,2,02,21,QQ,2,3,1,18,02,01,1988,01,M,31,11,2,01,1,000000000014654
1999,01,1,14,2,01,01,02,1,2,1,01,01,01,1995,01,M,69,11,U,UU,1,000000000014824
1999,01,1,14,2,01,01,02,1,2,1,01,99,NN,NNNN,01,F,02,99,2,UU,3,000000000014824
1999,01,1,14,2,01,01,02,1,2,1,01,99,NN,NNNN,02,F,34,99,2,UU,3,000000000014824
1999,01,1,17,2,04,32,02,3,2,1,01,01,01,1988,01,M,36,11,1,02,1,000000000015259
1999,01,1,17,2,04,32,02,3,2,1,01,02,01,1997,01,F,31,11,2,02,1,000000000015259
1999,01,1,17,2,04,32,02,3,2,1,01,03,01,1990,01,U,UU,11,U,UU,1,000000000015259
1999,01,1,17,2,04,32,02,3,2,1,01,04,QQ,1995,01,M,25,11,2,02,U,000000000015259
1999,01,1,17,2,04,32,02,3,2,1,01,04,QQ,1995,02,M,26,13,2,02,U,000000000015259
1999,01,1,14,2,02,33,02,1,1,1,01,01,01,1998,01,F,21,11,2,02,1,000000000015263
1999,01,1,14,2,02,33,02,1,1,1,01,02,01,1989,01,M,19,11,U,UU,1,000000000015263
1999,01,1,22,1,01,02,01,1,1,1,18,01,01,1991,01,M,74,11,3,02,1,000000000015264
1999,01,1,10,2,03,35,02,1,3,1,01,01,01,1990,01,M,37,11,2,02,1,000000000015391
1999,01,1,10,2,03,35,02,1,3,1,01,02,06,1998,01,M,42,11,U,UU,1,000000000015391
1999,01,1,10,2,03,35,02,1,3,1,01,03,06,1988,01,U,UU,11,U,UU,1,000000000015391
1999,01,1,08,2,02,33,02,1,3,1,01,01,06,1998,01,M,20,11,U,UU,1,000000000015602
1999,01,1,08,2,02,33,02,1,3,1,01,02,01,1989,01,M,37,11,U,UU,1,000000000015602
1999,01,1,08,2,02,33,02,1,3,1,01,02,01,1989,02,F,34,23,2,02,2,000000000015602
1999,01,1,15,2,01,01,02,1,3,1,01,01,01,1987,01,F,31,11,U,UU,1,000000000015801
1999,01,1,15,2,01,01,02,1,3,1,01,99,NN,NNNN,01,M,72,99,2,UU,3,000000000015801
1999,01,1,10,2,02,35,02,1,1,1,03,01,01,1995,01,M,28,11,2,02,1,000000000015804
1999,01,1,10,2,02,35,02,1,1,1,03,02,01,1990,01,F,25,11,1,02,1,000000000015804
1999,01,1,10,2,02,35,02,1,1,1,03,02,01,1990,02,U,UU,13,1,02,2,000000000015804
1999,01,1,UU,2,03,21,02,1,1,1,01,01,01,1992,01,F,28,11,U,UU,1,000000000015888
1999,01,1,UU,2,03,21,02,1,1,1,01,02,01,1992,01,F,47,11,U,UU,1,000000000015888
1999,01,1,UU,2,03,21,02,1,1,1,01,02,01,1992,02,F,22,13,2,02,2,000000000015888
1999,01,1,UU,2,03,21,02,1,1,1,01,03,01,1987,01,F,33,11,U,UU,1,000000000015888
1999,01,1,17,2,01,01,02,1,1,1,18,01,01,1995,01,F,42,11,U,UU,1,000000000015889
1999,01,1,17,2,01,01,02,1,1,1,18,99,NN,NNNN,01,F,21,99,2,UU,3,000000000015889
1999,01,1,22,2,02,UU,02,1,3,1,01,01,01,1987,01,M,43,11,2,02,1,000000000016026
1999,01,1,22,2,02,UU,02,1,3,1,01,02,07,1978,01,M,29,11,U,UU,1,000000000016026
1999,01,1,15,2,01,01,02,1,3,1,18,01,01,1990,01,M,18,11,1,02,1,000000000016032
1999,01,1,15,2,01,01,02,1,3,1,18,99,NN,NNNN,01,F,11,99,2,UU,3,000000000016032
1999,01,1,11,2,02,35,02,1,3,2,03,01,06,1985,01,M,33,11,2,02,1,000000000016378
1999,01,1,11,2,02,35,02,1,3,2,03,02,01,1993,01,F,59,11,2,02,1,000000000016378
1999,01,1,09,2,02,21,UU,U,U,U,UU,01,UU,1998,01,M,38,11,2,02,U,000000000016382
1999,01,1,09,2,02,21,UU,U,U,U,UU,02,UU,1968,01,M,33,11,1,02,U,000000000016382
1999,01,1,14,2,02,21,02,1,3,1,18,01,11,1995,01,M,44,11,1,02,1,000000000016541
1999,01,1,14,2,02,21,02,1,3,1,18,02,01,1998,01,M,48,11,2,02,1,000000000016541
1999,01,1,17,2,02,33,02,3,2,1,01,01,01,1990,01,M,35,11,2,02,1,000000000016546
1999,01,1,17,2,02,33,02,3,2,1,01,02,01,1994,01,F,44,11,U,UU,1,000000000016546
1999,01,1,17,2,02,UU,02,1,3,1,18,01,01,1994,01,F,35,11,2,02,1,000000000016710
1999,01,1,17,2,02,UU,02,1,3,1,18,01,01,1994,02,F,09,13,2,02,2,000000000016710
1999,01,1,17,2,02,UU,02,1,3,1,18,02,01,1991,01,M,31,11,U,UU,1,000000000016710
1999,01,1,18,2,01,02,01,1,1,1,18,01,01,1990,01,F,34,11,2,02,1,000000000016712
1999,01,1,05,2,02,21,02,4,3,1,01,01,01,1987,01,F,23,11,2,02,1,000000000016836
1999,01,1,05,2,02,21,02,4,3,1,01,01,01,1987,02,F,23,13,2,02,2,000000000016836
1999,01,1,05,2,02,21,02,4,3,1,01,02,06,1992,01,M,55,11,1,02,1,000000000016836
1999,01,1,10,2,01,01,UU,2,3,1,18,01,01,UUUU,01,U,UU,11,U,UU,1,000000000016842
1999,01,1,10,2,01,01,UU,2,3,1,18,99,NN,NNNN,01,F,29,99,2,UU,3,000000000016842
1999,01,1,16,2,01,01,01,1,3,1,18,01,01,1986,01,M,71,11,1,02,1,000000000017022
1999,01,1,16,2,01,01,01,1,3,1,18,99,NN,NNNN,01,M,66,99,2,UU,3,000000000017022
1999,01,1,10,2,02,21,02,1,3,1,01,01,07,1995,01,M,37,11,1,02,1,000000000017024
1999,01,1,10,2,02,21,02,1,3,1,01,02,01,1994,01,F,51,11,2,02,1,000000000017024
1999,01,1,12,2,02,33,02,1,1,1,01,01,01,1989,01,M,19,11,1,02,1,000000000017028
1999,01,1,12,2,02,33,02,1,1,1,01,02,01,1984,01,F,43,11,2,02,1,000000000017028
1999,01,1,12,2,02,33,02,1,1,1,01,02,01,1984,02,U,UU,13,1,02,2,000000000017028
1999,01,1,22,2,02,21,02,1,U,1,01,01,01,UUUU,01,U,UU,11,U,UU,1,000000000017196
1999,01,1,22,2,02,21,02,1,U,1,01,02,01,1993,01,F,44,11,2,02,1,000000000017196
1999,01,1,09,2,01,01,UU,1,3,U,UU,01,01,1994,01,M,56,11,U,UU,1,000000000017198
1999,01,1,09,2,01,01,UU,1,3,U,UU,99,NN,NNNN,01,M,43,99,2,UU,3,000000000017198
1999,01,1,09,2,02,35,02,1,1,1,01,01,01,1998,01,F,29,11,U,UU,1,000000000017202
1999,01,1,09,2,02,35,02,1,1,1,01,02,01,1998,01,M,52,11,2,02,1,000000000017202
1999,01,1,07,2,02,21,01,1,2,1,18,01,01,1988,01,F,33,11,2,02,1,000000000017457
1999,01,1,07,2,02,21,01,1,2,1,18,02,01,1989,01,F,19,11,2,02,1,000000000017457
1999,01,1,07,2,02,21,01,1,2,1,18,02,01,1989,02,M,19,13,2,02,2,000000000017457
1999,01,1,08,2,02,33,02,3,3,1,18,01,06,1990,01,M,35,11,1,02,1,000000000017601
1999,01,1,08,2,02,33,02,3,3,1,18,01,06,1990,02,U,UU,13,1,02,2,000000000017601
1999,01,1,08,2,02,33,02,3,3,1,18,01,06,1990,03,M,31,22,2,02,2,000000000017601
1999,01,1,08,2,02,33,02,3,3,1,18,02,06,1997,01,M,68,11,1,02,1,000000000017601
1999,01,1,22,2,01,01,01,2,3,1,18,01,01,1989,01,M,53,11,U,UU,1,000000000017812
1999,01,1,22,2,01,01,01,2,3,1,18,99,NN,NNNN,01,F,43,99,2,UU,3,000000000017812
1999,01,1,07,2,01,01,02,1,3,1,18,01,11,1981,01,M,44,11,U,UU,1,000000000017946
1999,01,1,07,2,01,01,02,1,3,1,18,99,NN,NNNN,01,F,13,99,2,UU,3,000000000017946
1999,01,1,20,2,02,41,QQ,1,3,2,UU,01,06,1984,01,U,UU,11,U,UU,1,000000000017947
1999,01,1,20,2,02,41,QQ,1,3,2,UU,01,06,1984,02,F,UU,13,2,UU,2,000000000017947
1999,01,1,20,2,02,41,QQ,1,3,2,UU,02,06,1987,01,U,UU,11,U,UU,1,000000000017947
1999,01,1,17,2,01,01,QQ,1,3,1,18,01,01,1991,01,M,35,11,U,UU,1,000000000018146
1999,01,1,17,2,01,01,QQ,1,3,1,18,99,NN,NNNN,01,F,35,99,2,UU,3,000000000018146
1999,01,1,17,2,03,21,02,1,1,1,01,01,01,1997,01,F,42,11,U,UU,1,000000000018153
1999,01,1,17,2,03,21,02,1,1,1,01,02,01,1994,01,M,54,11,U,UU,1,000000000018153
1999,01,1,17,2,03,21,02,1,1,1,01,02,01,1994,02,F,15,12,2,02,2,000000000018153
1999,01,1,17,2,03,21,02,1,1,1,01,03,01,1998,01,F,41,11,2,02,1,000000000018153
1999,01,1,12,2,02,21,01,1,3,1,18,01,01,1994,01,M,44,11,1,02,1,000000000019187
1999,01,1,12,2,02,21,01,1,3,1,18,01,01,1994,02,U,UU,13,1,02,2,000000000019187
1999,01,1,12,2,02,21,01,1,3,1,18,02,01,1985,01,M,34,11,1,02,1,000000000019187
1999,01,1,12,2,02,21,01,1,3,1,18,02,01,1985,02,M,12,21,2,02,2,000000000019187
1999,01,1,12,2,02,21,01,1,3,1,18,02,01,1985,03,U,UU,23,1,02,2,000000000019187
1999,01,1,13,2,02,33,02,2,2,1,18,01,01,1988,01,M,76,11,2,02,1,000000000019188
1999,01,1,13,2,02,33,02,2,2,1,18,02,01,1992,01,F,29,11,2,02,1,000000000019188
1999,01,1,15,2,01,04,01,1,3,2,18,01,01,1993,01,M,76,11,2,02,1,000000000019189
1999,01,1,18,2,02,33,02,1,1,1,01,01,06,1995,01,F,39,11,2,02,1,000000000019190
1999,01,1,18,2,02,33,02,1,1,1,01,02,01,1995,01,M,70,11,1,02,1,000000000019190
1999,01,1,18,2,02,33,02,1,1,1,01,02,01,1995,02,F,73,13,2,02,2,000000000019190
1999,01,1,10,2,01,04,01,1,2,1,18,01,01,1998,01,F,48,11,2,02,1,000000000019208
1999,01,1,14,2,01,01,02,1,2,1,01,01,09,1995,01,F,54,11,1,UU,1,000000000019209
1999,01,1,14,2,01,01,02,1,2,1,01,99,NN,NNNN,01,F,71,99,2,UU,3,000000000019209
1999,01,1,14,2,01,01,02,1,2,1,01,99,NN,NNNN,02,M,59,99,2,UU,3,000000000019209
1999,01,1,15,2,01,01,02,1,3,1,18,01,01,1993,01,F,19,11,1,02,1,000000000019210
1999,01,1,15,2,01,01,02,1,3,1,18,01,01,1993,02,U,UU,13,1,02,2,000000000019210
1999,01,1,15,2,01,01,02,1,3,1,18,01,01,1993,03,U,UU,21,1,02,2,000000000019210
1999,01,1,15,2,01,01,02,1,3,1,18,01,01,1993,04,U,UU,23,1,02,2,000000000019210
1999,01,1,15,2,01,01,02,1,3,1,18,99,NN,NNNN,01,F,46,99,2,UU,3,000000000019210
1999,01,1,17,2,02,33,02,1,5,1,18,01,01,1995,01,M,69,11,2,02,1,000000000019211
1999,01,1,17,2,02,33,02,1,5,1,18,02,06,1994,01,F,34,11,2,02,1,000000000019211
1999,01,1,15,2,02,UU,01,3,5,1,18,01,06,1999,01,U,UU,11,U,UU,1,000000000019231
1999,01,1,15,2,02,UU,01,3,5,1,18,02,01,1993,01,M,34,11,2,02,1,000000000019231
1999,01,1,17,2,01,06,02,1,3,1,01,01,01,1999,01,M,76,11,2,02,1,000000000019239
1999,01,1,15,2,02,33,02,6,3,1,18,01,20,1998,01,M,20,11,1,02,U,000000000019807
1999,01,1,15,2,02,33,02,6,3,1,18,02,01,1989,01,F,30,11,2,02,1,000000000019807
1999,01,1,15,2,02,33,02,6,3,1,18,02,01,1989,02,M,04,13,2,02,2,000000000019807
1999,01,1,15,2,02,33,02,6,3,1,18,02,01,1989,03,F,59,21,2,02,2,000000000019807
1999,01,1,18,2,02,35,02,1,2,1,01,01,01,1989,01,M,27,11,1,02,1,000000000019957
1999,01,1,18,2,02,35,02,1,2,1,01,02,01,1992,01,F,26,11,2,02,1,000000000019957
1999,01,1,01,2,01,04,01,2,5,4,18,01,06,1998,01,M,20,11,2,02,1,000000000019970
1999,01,1,01,2,01,04,01,2,5,4,18,01,06,1998,02,M,39,13,2,02,2,000000000019970
1999,01,1,01,2,01,04,01,2,5,4,18,01,06,1998,03,M,26,21,2,02,2,000000000019970
1999,01,1,11,2,02,35,01,2,3,1,18,01,07,1996,01,M,35,11,2,02,1,000000000020286
1999,01,1,11,2,02,35,01,2,3,1,18,02,01,1988,01,M,69,11,1,02,1,000000000020286
1999,01,1,20,2,02,33,UU,2,3,U,UU,01,01,1987,01,M,52,11,2,02,1,000000000020414
1999,01,1,20,2,02,33,UU,2,3,U,UU,02,07,1978,01,M,38,11,U,UU,1,000000000020414
1999,01,1,12,2,02,33,01,1,3,1,18,01,01,1995,01,M,48,11,2,02,1,000000000020571
1999,01,1,12,2,02,33,01,1,3,1,18,02,01,1987,01,M,25,11,2,02,1,000000000020571
1999,01,1,07,2,02,35,01,6,2,1,18,01,06,1985,01,F,47,11,2,02,1,000000000020702
1999,01,1,07,2,02,35,01,6,2,1,18,02,01,1997,01,M,39,11,2,02,1,000000000020702
1999,01,1,14,2,01,01,02,1,1,1,03,01,09,1998,01,M,54,11,U,UU,1,000000000020705
1999,01,1,14,2,01,01,02,1,1,1,03,99,NN,NNNN,01,F,62,99,2,UU,3,000000000020705
1999,01,1,08,2,02,33,02,1,3,1,18,01,01,1988,01,F,17,11,1,02,1,000000000020921
1999,01,1,08,2,02,33,02,1,3,1,18,01,01,1988,02,U,UU,13,1,02,2,000000000020921
1999,01,1,08,2,02,33,02,1,3,1,18,02,01,1993,01,M,26,11,1,02,1,000000000020921
1999,01,1,08,2,02,33,02,1,3,1,18,02,01,1993,02,F,22,21,2,02,2,000000000020921
1999,01,1,20,2,01,02,01,3,5,1,18,01,01,1989,01,F,17,11,2,02,1,000000000020923
1999,01,1,07,2,02,35,02,1,5,1,01,01,01,1993,01,M,58,11,U,UU,1,000000000021293
1999,01,1,07,2,02,35,02,1,5,1,01,02,01,1991,01,F,54,11,2,02,1,000000000021293
1999,01,1,14,2,02,35,02,1,1,1,18,01,06,1990,01,M,58,11,U,UU,1,000000000021388
1999,01,1,14,2,02,35,02,1,1,1,18,02,01,1989,01,F,44,11,U,UU,1,000000000021388
1999,01,1,14,2,02,35,02,1,1,1,18,02,01,1989,02,F,04,23,2,02,2,000000000021388
1999,01,1,17,2,02,34,02,3,5,2,01,01,06,1999,01,M,31,11,1,02,1,000000000021419
1999,01,1,17,2,02,34,02,3,5,2,01,02,01,1990,01,M,19,11,2,02,1,000000000021419
1999,01,1,16,2,02,33,02,3,3,1,01,01,01,1987,01,F,22,11,2,02,1,000000000021572
1999,01,1,16,2,02,33,02,3,3,1,01,01,01,1987,02,F,41,13,2,02,2,000000000021572
1999,01,1,16,2,02,33,02,3,3,1,01,02,01,1994,01,F,44,11,1,02,1,000000000021572
1999,01,1,14,2,02,35,02,1,3,1,03,01,07,1996,01,M,40,11,U,UU,1,000000000021626
1999,01,1,14,2,02,35,02,1,3,1,03,02,06,1989,01,M,37,11,1,UU,1,000000000021626
1999,01,1,14,2,02,35,02,1,3,1,03,02,06,1989,02,F,43,13,2,UU,2,000000000021626
1999,01,1,14,2,02,35,02,1,3,1,03,02,06,1989,03,M,76,21,2,UU,2,000000000021626
1999,01,1,14,2,02,35,02,1,3,1,03,02,06,1989,04,F,78,22,2,UU,2,000000000021626
1999,01,1,14,2,02,35,02,1,3,1,03,02,06,1989,05,M,41,23,2,UU,2,000000000021626
1999,01,1,11,2,02,35,02,3,2,1,18,01,06,1991,01,F,41,11,2,02,1,000000000021629
1999,01,1,11,2,02,35,02,3,2,1,18,02,01,1981,01,M,66,11,2,02,1,000000000021629
1999,01,1,08,2,03,21,02,1,3,1,18,01,01,1991,01,M,19,11,U,UU,1,000000000021788
1999,01,1,08,2,03,21,02,1,3,1,18,02,06,1990,01,M,34,11,2,02,1,000000000021788
1999,01,1,08,2,03,21,02,1,3,1,18,03,01,1990,01,F,34,11,2,02,1,000000000021788
1999,01,1,13,2,02,35,01,5,3,1,18,01,01,1990,01,F,21,11,1,02,1,000000000021852
1999,01,1,13,2,02,35,01,5,3,1,18,02,01,1996,01,F,41,11,1,02,1,000000000021852
1999,01,1,13,2,02,35,01,5,3,1,18,02,01,1996,02,F,45,13,2,02,2,000000000021852
1999,01,1,16,2,07,UU,01,3,5,2,18,01,01,1990,01,M,50,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,01,01,1990,02,U,UU,13,1,02,2,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,02,01,1989,01,F,19,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,02,01,1989,02,U,UU,13,1,02,2,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,03,01,1999,01,F,26,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,04,01,1993,01,F,39,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,04,01,1993,02,U,UU,13,1,02,2,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,05,01,1990,01,M,27,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,06,01,1987,01,F,47,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,07,01,1990,01,M,17,11,1,02,1,000000000021853
1999,01,1,16,2,07,UU,01,3,5,2,18,99,NN,NNNN,01,F,27,99,2,UU,3,000000000021853
1999,01,1,15,2,02,21,01,1,1,1,18,01,01,1989,01,F,35,11,2,02,1,000000000021855
